176,coffeepot,"[名]コーヒーポット"
177,cola,"[名]コーラ"
178,collar,"[名]襟"
179,collector,"[名]収集家"
180,comb,"[動]櫛ですく"
181,combination,"[名]組合せ、結合"
182,comfortably,"[副]快適に"
183,comment,"[名]論評、コメント"
184,commercial,"[形]商業の"
185,committee,"[名]委員会"
186,communicate,"[動]理解しあう"
187,communication,"[名]コミュニケーション"
188,community,"[名]団体、地域社会"
189,compact,"[形]小さくて経済的な"
190,competition,"[名]競争、競技会"
191,complaint,"[名]文句、苦情"
192,complex,"[形]複雑な，入り組んだ "
193,composition,"[名]組成、構成"
194,concern,"[動]関係している"
195,conduct,"[名]行為，品行"
196,confidence,"[名]信頼、自信"
197,confirm,"[動]確認する"
198,connect,"[動]つなぐ"
199,connection,"[名]接続"
200,conscious,"[形]意識のある"
201,consider,"[動]良く考える"
202,considerable,"[形]かなりの、相当量の"
203,contact,"[名]接触、連絡"
204,continent,"[名]大陸"
205,contract,"[名]契約"
206,convenient,"[形]便利な"
207,costume,"[名]衣装"
208,cough,"[名]せき"
209,countryside,"[名]田舎、田園"
210,covering,"[名]覆うこと"
211,crack,"[名]ひび、割れ目"
212,crayon,"[名]クレヨン"
213,creative,"[形]創造的な"
214,creature,"[名]生き物、動物"
215,credit,"[名]功績、信用"
216,crime,"[名]犯罪"
217,criminal,"[形]犯人の、犯罪の"
218,crop,"[名]作物、収穫物"
219,cruel,"[形]残酷な"
220,crush,"[動]押しつぶす"
221,cupboard,"[名]食器棚, 戸棚"
222,cure,"[名]治療"
223,curl,"[動]カールする"
224,curry,"[名]カレー"
225,cushion,"[名]クッション、緩和策"
226,cutter,"[名]カッター"
227,darkness,"[名]暗さ"
228,data,"[名]データ、情報"
229,dawn,"[名]夜明け"
230,daytime,"[名]昼間"
231,deck,"[名]甲板、デッキ"
232,decrease,"[動]減少させる"
233,deer,"[名]鹿"
234,defeat,"[動]打ち負かす"
235,delay,"[動]遅らせる"
236,delight,"[名]大きな喜び"
237,delighted,"[形]喜んだ"
238,democracy,"[名]民主主義、民主制"
239,democratic,"[形]民主主義の、民主的な"
240,description,"[名]描写、説明"
241,deserve,"[動]値する"
242,desire,"[名]欲望、欲求"
243,determine,"[動]決意する"
244,development,"[名]成長、発展"
245,device,"[名]装置、機器"
246,devil,"[名]悪魔"
247,diet,"[名]日常の食物"
248,differently,"[副]異なって"
249,director,"[名]取締役"
250,dirt,"[名]土、泥"
251,disappoint,"[動]失望させる"
252,disappointment,"[名]失望，期待はずれ"
253,discovery,"[名]発見"
254,dismiss,"[動]解散させる"
255,display,"[動]展示する、陳列する"
256,distribution,"[名]配布、流通"
257,document,"[名]書類"
258,doing,"[名]すること"
259,domestic,"[形]家庭の"
260,dramatic,"[形]劇的な、めざましい"
261,drawer,"[名]引き出し、たんす"
262,drawing,"[名]製図、図"
263,drugstore,"[名]薬局"
264,drum,"[名]ドラム、太鼓"
265,duck,"[名]カモ、アヒル"
266,due,"[形]支払期限の、締め切りの"
267,dull,"[形]鈍い、退屈な"
268,eager,"[形]熱心な、真剣な"
269,eagle,"[名]ワシ"
270,earthquake,"[名]地震"
271,ease,"[動]楽にする、安心させる"
272,eastern,"[形]東の、東洋の"
273,economic,"[形]経済の"
274,economy,"[名]経済、景気"
275,educational,"[形]教育的な"
276,effective,"[形]効果的な"
277,elect,"[動]選挙する"
278,election,"[名]選挙"
279,element,"[名]要素"
280,elsewhere,"[副]他のところで"
281,emotion,"[名]感動, 感情, 情動"
282,employ,"[動]雇用する"
283,employee,"[名]従業員"
284,employer,"[名]雇用主"
285,employment,"[名]雇用、仕事"
286,encourage,"[動]勇気づける"
287,engineering,"[名]工学"
288,entertain,"[動]もてなす、楽しませる"
289,entertainment,"[名]余興"
290,entire,"[形]全体の、完全な"
291,entirely,"[副]完全に、全く"
292,environment,"[名]環境、周囲の状況"
293,equally,"[副]平等に、等しく"
294,equipment,"[名]機材、機器"
295,escalator,"[名]エスカレーター"
296,essay,"[名]随筆，エッセー"
297,essential,"[形]欠くことのできない，必須の"
298,establish,"[動]創業する、設立する"
299,evidence,"[名]証拠"
300,evil,"[名]邪悪"
301,exception,"[名]例外"
302,exchange,"[動]交換する"
303,excite,"[動]興奮させる"
304,excited,"[形]興奮した"
305,excitement,"[名]興奮"
306,expense,"[名]経費、出費"
307,experiment,"[名]実験"
308,expert,"[名]達人、専門家"
309,explanation,"[名]説明"
310,explore,"[動]探検する"
311,explorer,"[名]探検家"
312,export,"[動]輸出する"
313,expression,"[名]表現"
314,extra,"[形]追加の、余分の"
315,extremely,"[副]極めて、極度に"
316,eyebrow,"[名]眉"
317,failure,"[名]失敗"
318,fairly,"[副]かなり、いくぶん"
319,fairy,"[名]妖精"
320,faith,"[名]信頼、信仰"
321,fancy,"[名]空想、思いつき"
322,farther,"[形]もっと遠い, 遠いほうの"
323,fashionable,"[形]流行の, しゃれた"
324,feather,"[名]羽毛、羽"
325,feature,"[名]特徴、特性"
326,fee,"[名]手数料"
327,fever,"[名]熱"
328,file,"[名]ファイル、綴じ込み"
329,finance,"[名]財政、財政状態"
330,financial,"[形]金融の"
331,firefighter,"[名]消防士"
332,fireplace,"[名]暖炉"
333,firstly,"[副]第一に"
334,fixed,"[形]固定した"
335,flash,"[名]閃光"
336,flock,"[名]群れ"
337,flour,"[名]小麦粉、粉"
338,flute,"[名]フルート"
339,fog,"[名]霧"
340,folk,"[形]民間の"
341,fond,"[形]好んで "
342,forth,"[副]以後"
343,fortunately,"[副]幸いなことに"
344,fortune,"[名]運、富、多額の金"
345,found,"[動]創設する、起こす"
346,foundation,"[名]基礎, 基盤"
347,fountain,"[名]噴水, 噴水池"
348,frame,"[名]骨組み、額縁"
349,frank,"[形]率直な"
350,freezer,"[名]冷凍庫"
351,frighten,"[動]怖がらせる"
352,frightened,"[形]おびえた"
353,fry,"[動]油でいためる"
354,fully,"[副]完全に、充分に"
355,function,"[名]役割、機能"
356,fund,"[名]資金、基金"
357,funeral,"[名]葬式"
358,fur,"[名]柔らかい毛の毛皮"
359,gang,"[名]一団"
360,gap,"[名]隙間、隔たり"
361,garlic,"[名]ニンニク"
362,gasoline,"[名]ガソリン"
363,generation,"[名]世代"
364,gently,"[副]優しく"
365,geography,"[名]地理学、地理"
366,glance,"[名]ちらっと見ること"
367,global,"[形]世界的な"
368,glue,"[名]のり"
369,goalkeeper,"[名]ゴールキーパー"
370,goat,"[名]ヤギ"
371,goods,"[名]物品、商品"
372,goose,"[名]ガチョウ、ガン"
373,gossip,"[名]噂話"
374,government,"[名]政府、政治"
375,governor,"[名]知事、総裁"
376,grace,"[名]優雅、上品"
377,gradually,"[副]徐々に"
378,graduate,"[動]卒業する"
379,gram,"[名]グラム"
380,grandchild,"[名]孫"
381,grant,"[動]承諾する、認める"
382,grave,"[名]墓、墓場"
383,greet,"[動]挨拶する"
384,grip,"[名]握ること"
385,grown,"[形]茂って"
386,growth,"[名]成長"
387,guilty,"[形]有罪の"
388,guy,"[名]男、やつ"
389,handbag,"[名]ハンドバッグ"
390,handy,"[形]便利な"
391,happening,"[名]出来事"
392,harmony,"[名]調和、一致"
393,harp,"[名]ハープ"
394,hawk,"[名]タカ"
395,hearing,"[名]聴力"
396,heel,"[名]かかと"
397,helmet,"[名]ヘルメット"
398,helpless,"[形]無力な"
399,hen,"[名]めんどり"
400,highway,"[名]幹線道路"
401,hint,"[名]ほのめかし、ヒント"
402,hip,"[名]腰"
403,homemade,"[形]自家製の"
404,hometown,"[名]郷里"
405,honor,"[名]敬意、名誉"
406,hopeful,"[形]希望に満ちた"
407,hopeless,"[形]絶望的な"
408,horizon,"[名]水平線、地平線"
409,horn,"[名]角、 警笛"
410,horrible,"[形]恐ろしい"
411,horror,"[名]恐怖、ぞっとするもの"
412,housewife,"[名]主婦"
413,housework,"[名]家事"
414,housing,"[名]住宅、住居"
415,huge,"[形]巨大な"
416,humor,"[名]ユーモア"
417,hundredth,"[形]100番目の"
418,hunger,"[名]空腹、渇望"
419,hunter,"[名]狩猟家, 猟師"
420,ideal,"[名]理想"
421,identify,"[動]見分ける"
422,ignore,"[動]無視する"
423,impact,"[名]衝撃、影響"
424,import,"[動]輸入する"
425,impress,"[動]印象を与える"
426,improvement,"[名]改善、向上"
427,including,"[前]含めて"
428,income,"[名]収入"
429,increase,"[動]増加する"
430,indeed,"[副]本当に"
431,independent,"[形]独立の"
432,index,"[名]索引"
433,individual,"[形]個人の"
434,indoor,"[形]屋内の"
435,indoors,"[副]屋内に"
436,industrial,"[形]工業の、産業の"
437,influence,"[名]影響"
438,informal,"[形]普段の、気軽な"
439,injury,"[名]怪我、負傷"
440,inner,"[形]内側の"
441,insist,"[名]主張する"
442,instant,"[形]即時の"
443,institution,"[名]施設、学会"
444,instruction,"[名]指示、教育"
445,instrument,"[名]器具"
446,insurance,"[名]保険、保証"
447,intelligence,"[名]知能, 聡明, 知性"
448,intention,"[名]意図、意向"
449,interrupt,"[動]邪魔する、中断する"
450,interview,"[名]面接、インタビュー"
451,introduction,"[名]紹介、導入"
452,invent,"[動]発明する、創り出す"
453,issue,"[動]発行する"
454,item,"[名]品目"
455,jail,"[名]刑務所, 拘置所"
456,jar,"[名]瓶"
457,jaw,"[名]あご, 口腔"
458,jealous,"[形]嫉妬深い"
459,jeep,"[名]ジープ"
460,jelly,"[名]ゼリージャム"
461,jewel,"[名]宝石"
462,joint,"[名]関節、つなぎ目"
463,journal,"[名]雑誌、日記"
464,journalist,"[名]報道記者"
465,justice,"[名]正義、公正"
466,kangaroo,"[名]カンガルー"
467,keen,"[形]鋭利な、敏感な"
468,ketchup,"[名]ケチャップ"
469,kettle,"[名]やかん"
470,keyboard,"[名]鍵盤"
471,killing,"[名]殺人"
472,kindly,"[形]親切な"
473,kindness,"[名]親切"
474,kingdom,"[名]王国"
475,kite,"[名]凧"
476,kitten,"[名]子猫"
477,kitty,"[名]子猫ちゃん"
478,kiwi,"[名]キーウィ・フルーツ"
479,knit,"[動]編む"
480,known,"[形]知られた, 既知の"
481,koala,"[名]コアラ"
482,label,"[動]ラベルをつける"
483,ladder,"[名]はしご"
484,lamb,"[名]子羊"
485,landing,"[名]着陸"
486,lane,"[名]車線、レーン"
487,lap,"[名]膝"
488,largely,"[副]主として"
489,lately,"[副]最近"
490,latest,"[形]最新の"
491,lawn,"[名]芝生"
492,leading,"[形]先導する、一流の"
493,league,"[名]リーグ、同盟"
494,lean,"[動]かがむ"
495,learned,"[形]博学な"
496,learning,"[名]学ぶこと"
497,lecture,"[名]講義"
498,legal,"[形]法律の、合法な "
499,leisure,"[名]娯楽、レジャー"
500,lemonade,"[名]レモネード"
501,lens,"[名]レンズ"
502,lettuce,"[名]レタス"
503,liberty,"[名]解放、自由"
504,license,"[名]免許、承諾"
505,lid,"[名]ふた"
506,lifestyle,"[名]生活様式"
507,lightly,"[副]軽く、静かに"
508,lightning,"[名]稲妻"
509,lily,"[名]ユリ, ユリの花"
510,link,"[名]関連、つなぐもの"
511,listener,"[名]聴取者"
512,liter,"[名]リットル"
513,literature,"[名]文学"
514,living,"[形]生きている"
515,loaf,"[名]パンの一塊"
516,loan,"[名]融資、ローン"
517,location,"[名]位置、場所"
518,loose,"[形]ゆるんだ"
519,lord,"[名]君主、統治者"
520,loss,"[名]喪失、損害"
521,lost,"[形]道に迷った"
522,lover,"[名]恋人, 恋人どうし, 愛人"
523,loving,"[形]愛情のある"
524,lower,"[動]低くする, 下げる"
525,loyal,"[形]忠実な、誠実で"
526,loyalty,"[名]忠誠"
527,luggage,"[名]手荷物"
528,lunchtime,"[名]昼食時間"
529,lung,"[名]肺"
530,madam,"[名]奥様，お嬢様"
531,mailman,"[名]郵便配達人"
532,mainly,"[副]主に"
533,maintain,"[動]維持する"
534,major,"[名]専攻"
535,majority,"[名]大多数"
536,management,"[名]経営、経営の方法"
537,marriage,"[名]結婚（生活）、婚礼"
538,mask,"[名]仮面、マスク"
539,means,"[名]方法、手段"
540,meantime,"[名]合間"
541,media,"[名]マスコミ"
542,melody,"[名]旋律"
543,membership,"[名]会員"
544,mental,"[形]精神の、心の"
545,merchant,"[名]商人"
546,merely,"[副]単に、ただ～だけ"
547,merit,"[名]長所、功績"
548,microphone,"[名]マイクロホン"
549,military,"[名]軍隊"
550,mineral,"[名]鉱物"
551,minister,"[名]大臣"
552,ministry,"[名]省、内閣"
553,minor,"[形]下級の、２流の"
554,missing,"[形]行方不明で"
555,mistaken,"[形]間違って"
556,mixer,"[名]ミキサー"
557,moonlight,"[名]月光"
558,moral,"[形]道徳の、倫理的な"
559,moreover,"[副]そのうえ"
560,mostly,"[副]ほとんど、主に"
561,motion,"[名]動き、動作"
562,motorboat,"[名]モーターボート"
563,motorcycle,"[名]オートバイ"
564,mount,"[動]登る"
565,moustache,"[名]口ひげ"
566,moving,"[形]感動的な"
567,muscle,"[名]筋肉"
568,mushroom,"[名]キノコ"
569,mustard,"[名]からし"
570,mysterious,"[形]神秘的な, 不可解な"
571,naked,"[形]裸の、むきだしの"
572,napkin,"[名]テーブルナプキン"
573,necessity,"[名]必要性"
574,needless,"[形]不必要な"
575,negative,"[形]否定的な、陰性の"
576,neglect,"[動]無視する"
577,neighborhood,"[名]近所"
578,nerve,"[名]神経"
579,network,"[名]網状組織、ネットワーク"
580,nickname,"[名]あだ名, 愛称"
581,nonsense,"[名]ばかげた事"
582,northern,"[形]北の、北向きの"
583,novel,"[名]小説"
584,observation,"[名]観察"
585,observe,"[動]観察する、監視する"
586,obvious,"[形]明らかな"
587,occupy,"[動]占める、占有する"
588,occur,"[動]起こる"
589,odd,"[形]奇妙な"
590,offend,"[動]感情をそこなう"
591,offense,"[名]違反"
592,olive,"[名]オリーブ"
593,omelette,"[名]オムレツ"
594,onto,"[前]の上へ"
595,opening,"[名]開くこと、開設"
596,operate,"[動]機能する"
597,operation,"[名]運転、事業"
598,operator,"[名]交換手、操作者"
599,opportunity,"[名]機会"
600,oppose,"[動]反対する"
601,option,"[名]選択、選択肢"
602,orchestra,"[名]オーケストラ"
603,ordinary,"[形]普通の"
604,organ,"[名]器官、臓器"
605,organization,"[名]組織"
606,original,"[形]初期の、独創的な"
607,otherwise,"[副]別な方法で"
608,outdoor,"[形]戸外の"
609,overcoat,"[名]オーバーコート"
610,overnight,"[形]一泊の"
611,pace,"[名]速度、ペース"
612,paid,"[形]有給の"
613,pale,"[形]青ざめた"
614,palm,"[名]手のひら"
615,pancake,"[名]ホットケーキ"
616,paradise,"[名]楽園, エデンの園"
617,parcel,"[名]包み, 小包, 小荷物"
618,parking,"[名]駐車"
619,particularly,"[副]特に、著しく"
620,partner,"[名]共同経営者"
621,passion,"[名]情熱、熱中"
622,pat,"[動]軽くたたく"
623,patch,"[名]つぎあて"
624,patience,"[名]忍耐"
625,patrol,"[名]巡回"
626,payment,"[名]支払い"
627,pear,"[名]西洋ナシ"
628,pence,"[名]ペニー"
629,penny,"[名]ペニー"
630,per,"[前]～あたり"
631,percentage,"[名]割合、率"
632,perfectly,"[副]完璧に、完全に"
633,performance,"[名]仕事ぶり、業績"
634,permanent,"[形]永久的な"
635,permission,"[名]許可"
636,personality,"[名]個性、性格"
637,photography,"[名]写真術, 写真撮影"
638,phrase,"[名]慣用句、言い回し"
639,physical,"[形]物質の、肉体の"
640,physics,"[名]物理学"
641,pianist,"[名]ピアニスト"
642,pigeon,"[名]鳩"
643,pile,"[名]（積まれた）山"
644,pill,"[名]錠剤"
645,pistol,"[名]ピストル"
646,pitcher,"[名]投手"
647,pity,"[名]哀れみ、残念な事"
648,planning,"[名]計画、立案"
649,playground,"[名]運動場, 遊び場"
650,plum,"[名]プラム"
651,plus,"[前]加えて"
652,poetry,"[名]詩"
653,pointed,"[形]尖った、厳しい"
654,political,"[形]政治の"
655,politician,"[名]政治家"
656,politics,"[名]政治、政界"
657,pop,"[動]ポンと鳴る"
658,population,"[名]人口"
659,porch,"[名]玄関"
660,pose,"[名]姿勢、見せ掛け"
661,possess,"[動]所有する"
662,possibly,"[副]もしかしたら"
663,postcard,"[名]葉書"
664,postman,"[名]郵便配達員"
665,practically,"[副]実際に、ほとんど"
666,prayer,"[名]祈り"
667,presence,"[名]存在、現存"
668,pressure,"[名]圧力"
669,pretend,"[動]ふりをする"
670,previous,"[形]前の"
671,principal,"[形]主要な、主な"
672,principle,"[名]法則、原理"
673,printer,"[名]印刷機"
674,probable,"[形]起こりそうな"
675,producer,"[名]生産者"
676,production,"[名]生産、生産量"
677,profession,"[名]職業"
678,project,"[名]プロジェクト"
679,promising,"[形]有望な、期待できる"
680,properly,"[副]適切に、正しく"
681,property,"[名]所有物、土地"
682,proposal,"[名]提案"
683,protest,"[動]主張する、抗議する"
684,pub,"[名]パブ"
685,pudding,"[名]プリン"
686,pump,"[動]水をくみ出す"
687,pumpkin,"[名]カボチャ"
688,punishment,"[名]刑罰、罰"
689,quality,"[名]品質"
690,quarrel,"[名]口げんか、口論"
691,raincoat,"[名]レインコート"
692,range,"[名]範囲"
693,rapidly,"[副]速く"
694,rare,"[形]珍しい"
695,rarely,"[副]めったに～しない"
696,ray,"[名]光線、視線"
697,reaction,"[名]反応"
698,reading,"[名]読み物, 記事"
699,reality,"[名]現実、事実"
700,receipt,"[名]領収書"
701,recent,"[形]最近の、新しい"
702,recognize,"[動]認識する"
703,recommend,"[動]推薦する"
704,recorder,"[名]レコーダー"
705,reduce,"[動]減少する、引き下げる"
706,refer,"[動]言及する"
707,reflect,"[動]反射する、映す"
708,reform,"[動]改正する"
709,refrigerator,"[名]冷蔵庫"
710,refuse,"[動]断る"
711,regret,"[名]後悔、悔恨"
712,regulation,"[名]規則"
713,reject,"[動]拒否する"
714,relate,"[動]関連させる"
715,relation,"[名]関係、関連"
716,relationship,"[名]関係、結びつき"
717,relative,"[形]相対的な"
718,relax,"[動]楽にする、緩める"
719,release,"[動]解放する、自由にする"
720,relief,"[名]取り除くこと、安心"
721,religion,"[名]宗教、信仰"
722,religious,"[形]宗教的な"
723,rely,"[動]頼る、信頼する"
724,remind,"[動]思い出させる"
725,rent,"[動]賃借する"
726,replace,"[動]取り替える"
727,represent,"[動]代理をする、代表する"
728,require,"[動]要求する、必要とする"
729,research,"[名]調査、研究"
730,respond,"[動]答える"
731,response,"[名]応答、反応"
732,responsibility,"[名]責任、責務"
733,retire,"[動]引退する"
734,review,"[動]再検討する、復習する"
735,revolution,"[名]革命"
736,reward,"[名]報酬"
737,rhythm,"[名]リズム, 音律"
738,rid,"[動]取り除く"
739,risk,"[名]危険、リスク"
740,rival,"[名]競争相手"
741,roast,"[動]ローストする"
742,rob,"[動]奪う"
743,robber,"[名]強盗"
744,robe,"[名]バスローブ"
745,rod,"[名]棒, 釣りざお"
746,romantic,"[形]ロマンチックな"
747,roughly,"[副]おおよそ"
748,rub,"[動]こする"
749,rubber,"[名]ゴム"
750,rude,"[形]失礼な、無礼な"
751,ruin,"[動]破滅させる"
752,sack,"[名]ひと袋"
753,sadly,"[副]悲しんで"
754,safely,"[副]安全に"
755,sake,"[名]目的、利益"
756,sales,"[名]販売、売上（高）"
757,salesman,"[名]セールスマン"
758,sample,"[名]見本、試供品"
759,sandal,"[名]サンダル"
760,satisfy,"[動]満足させる"
761,saucer,"[名]受け皿"
762,sausage,"[名]ソーセージ"
763,saving,"[名]節約"
764,saw,"[名]のこぎり"
765,scale,"[名]目盛り"
766,scarf,"[名]スカーフ"
767,schedule,"[名]予定表、計画表"
768,scissors,"[名]はさみ"
769,screen,"[動]さえぎる"
770,screw,"[名]ねじ"
771,seafood,"[名]海産食品"
772,search,"[動]探す"
773,seashore,"[名]海岸"
774,seaside,"[名]海岸"
775,secondly,"[副]第二に、次は"
776,section,"[名]部分、切片"
777,security,"[名]安全、安全確保"
778,seed,"[名]種"
779,seek,"[動]探す"
780,seldom,"[副]めったに～しない"
781,select,"[動]選ぶ"
782,selection,"[名]選択"
783,self,"[名]自己、自分自身"
784,selfish,"[形]利己的な"
785,senior,"[形]～より年上"
786,sensible,"[形]知覚できる"
787,sensitive,"[形]敏感な"
788,series,"[名]一続き"
789,seriously,"[副]真剣に、ひどく"
790,setting,"[名]月、日が沈むこと"
791,settle,"[動]解決する"
792,sexual,"[形]性の、性的な"
793,shame,"[名]恥ずかしい思い"
794,sharply,"[副]鋭く、急に"
795,shave,"[動]そる"
796,shelf,"[名]棚"
797,shell,"[名]貝, 外皮, 殻"
798,shopkeeper,"[名]店主, 商人"
799,shy,"[形]内気な、用心深い"
800,sickness,"[名]病気"
801,sigh,"[動]ため息をつく"
802,signature,"[名]署名"
803,silently,"[副]静かに"
804,simply,"[形]質素な、簡単な"
805,sincere,"[形]誠実な"
806,sincerely,"[副]心から"
807,singing,"[名]歌"
808,situation,"[名]状況、境遇"
809,sketch,"[名]スケッチ、略図"
810,sketchbook,"[名]スケッチブック"
811,skill,"[名]技能、技術"
812,slave,"[名]奴隷"
813,slice,"[名]薄片、一切れ"
814,slight,"[形]わずかな"
815,slightly,"[副]わずかに"
816,slope,"[名]斜面、坂"
817,smart,"[形]頭の良い、賢明な"
818,softly,"[副]柔らかに, 静かに"
819,soil,"[名]土壌"
820,somehow,"[副]どうにか"
821,sometime,"[副]いつか"
822,somewhat,"[副]多少、いくらか"
823,sore,"[形]痛い"
824,soul,"[名]魂、精神"
825,sour,"[形]酸っぱい"
826,southern,"[形]南の、南部の"
827,specialist,"[名]専門家、専門医"
828,specially,"[副]特別に"
829,specific,"[形]明白な、明確な"
830,speedy,"[形]速い"
831,spice,"[名]香辛料, 薬味"
832,spin,"[動]つむぐ"
833,split,"[動]割る、裂く"
834,spoil,"[動]だめにする"
835,sportsman,"[名]スポーツマン"
836,spy,"[名]スパイ"
837,stadium,"[名]競技場、野球場"
838,staff,"[名]職員、社員"
839,statement,"[名]陳述、述べること"
840,statue,"[名]像"
841,steady,"[形]固定した"
842,stewardess,"[名]客室乗務員"
843,stiff,"[形]硬い、硬直した"
844,stock,"[名]在庫品、仕入れ品"
845,stocking,"[名]ストッキング"
